X,Y,OBJECTID,Type,Name_Full,Name_Line1,Name_Line2,STATUS,ODE_Institution_ID,ODE_ELD_License_No,DHS_OHA_Alt_ID,Site_Address_Line1,Site_Address_Line2,Site_City,Site_State,Site_Zipcode,Site_Zipcode_Plus4,Mail_Address_Line1,Mail_Address_Line2,Mail_City,Mail_State,Mail_Zipcode,Mail_Zipcode_Plus4,Phone,Phone_Fax,Email,Website,Parent_Institution_Name,Grade_Lowest_NS12,Grade_Highest_NS12,Beginning_Age_In_Months,End_Age_In_Years,Early_Learning_HUB_Name,County_Name,County_FIPS_Code,DHS_CW_District_Number,FlashAlert_Region,SBHC_Name,JoinId,POINT_X,POINT_Y,cSteward,effDate,Review_Date,Review_Staff_Name,Review_Method
-13549015.5296,5186508.0611,44,Family Child Care Home,"Keeler, Cami Sue","Keeler, Cami Sue",,Inactive,,RF024674,,6203 Airway Dr,,Klamath Falls,OR,97603,9810,6203 Airway Dr,,Klamath Falls,OR,97603,9810,541-273-0339,,idget444@yahoo.com,,,,,,,South-Central Oregon Early Learning Hub,KLAMATH,35,11,Medford / Klamath Falls / Grants Pass,,RF024674,-121.71287735,42.1701952600001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/13 00:00:00+00,Dani Hall,Google Maps
-13549966.1624,5187272.8421,45,Family Child Care Home,"Probst, Kimberly Anne","Probst, Kimberly Anne",,Active,,RF532032,,5503 Kellal LN,,Klamath Falls,OR,97603,,5503 Kellal LN,,Klamath Falls,OR,97603,,541-591-6171,,doodahdaycare@yahoo.com,,,,,,,South-Central Oregon Early Learning Hub,KLAMATH,35,11,Medford / Klamath Falls / Grants Pass,,RF532032,-121.72141703,42.1752868900001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13655625.6994,5187336.1918,46,Public School,Bellview Elementary School,Bellview Elementary School,,Active,375,,,1070 Tolman Creek Rd,,Ashland,OR,97520,1498,1070 Tolman Creek Rd,,Ashland,OR,97520,1498,541-482-1310,541-482-2591,christine.mccollom@ashland.k12.or.us,www.ashland.k12.or.us,Ashland SD 5,-1,5,-99,-99,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,375,-122.6705728,42.17570863,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/08/06 00:00:00+00,Arron Heriford,Google / Google Streetview
-13657288.433,5187828.4673,47,Certified Family Child Care,Rain and Shine Preschool,Rain and Shine Preschool,,Inactive,,CF503416,,911 Harmony Ln,,Ashland,OR,97520,3419,911 Harmony Ln,,Ashland,OR,97520,3419,530-515-1751,,maryrhodesb@gmail.com,,,,,24,6,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,CF503416,-122.68550939,42.1789857800001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/13 00:00:00+00,Dani Hall,Google Maps
-13551104.776,5188004.1073,48,Private School,Hosanna Christian School,Hosanna Christian School,,Active,,,100106,5000 Hosanna Wy,,Klamath Falls,OR,97603,0,5000 Hosanna Wy,,Klamath Falls,OR,97603,0,541-882-7732,541-882-6940,admin@hosannachristian.org,http://www.hosannachristian.org/,,-2,12,-99,-99,South-Central Oregon Early Learning Hub,KLAMATH,35,11,Medford / Klamath Falls / Grants Pass,,100106,-121.73164537,42.1801550000001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/08 00:00:00+00,Tricia MacInnes,"Google Streetview, Google search"
-13551104.776,5188004.1073,49,Child Care Center,CrossPoint Christian School,CrossPoint Christian School,,Active,,CC501054,,5000 Hosanna Way,,Klamath Falls,OR,97603,8517,5000 Hosanna Way,,Klamath Falls,OR,97603,8517,541-882-7732,,info@crosspointchristian.org,,,,,36,12,South-Central Oregon Early Learning Hub,KLAMATH,35,11,Medford / Klamath Falls / Grants Pass,,CC501054,-121.73164537,42.1801550000001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,Cadastral Data
-13655430.0955,5188051.7906,50,Private School,Lithia Springs School,Lithia Springs School,,Inactive,,,100087,695 Mistletoe Rd,,Ashland,OR,97520,0,695 Mistletoe Rd,,Ashland,OR,97520,0,541-482-8906,,,,,9,12,-99,-99,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,100087,-122.66881566,42.1804724200001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/09 00:00:00+00,Tricia MacInnes,Google search
-13656743.1979,5188161.6095,51,Certified Family Child Care,The Secret Garden,The Secret Garden,,Inactive,,CF501849,,782 Park St,,Ashland,OR,97520,2506,782 Park St,,Ashland,OR,97520,2506,541-482-5543,,paulailynam@gmail.com,,,,,20,12,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,CF501849,-122.68061146,42.1812034600001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/13 00:00:00+00,Dani Hall,Google Maps
-13656737.8234,5188162.8038,52,Private School,The Secret Garden,The Secret Garden,,Active,,,100548,782 Park St,,Ashland,OR,97520,,782 Park St,,Ashalnd,OR,97520,,541-482-5543,,paulailynam@gmail.com,https://thesecretgardenschool.com/,,-2,,-99,-99,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,100548,-122.68056318,42.1812114100001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/09 00:00:00+00,Tricia MacInnes,"Google Streetview, Google search"
-13656694.8074,5188209.8434,53,Family Child Care Home,"Anderson, Farrah Amber","Anderson, Farrah Amber",,Inactive,,RF522098,,754 Park St,,Ashland,OR,97520,2506,754 Park St,,Ashland,OR,97520,2506,541-488-0752,,cassophia2@hotmail.com,,,,,,,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,RF522098,-122.68017676,42.1815245400001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/13 00:00:00+00,Dani Hall,Google Maps
-13396796.8972,5188248.1417,54,Child Care Center,Klamath Family Head Start- Lakeview Site,Klamath Family Head Start- Lakeview Site,,Active,,CC502419,,1021 S L St,,Lakeview,OR,97630,1911,1021 S L St,,Lakeview,OR,97630,1911,541-947-5335,,stephanie.appel@kfheadstart.org,,,,,1,5,South-Central Oregon Early Learning Hub,LAKE,37,11,Bend/Central-Eastern Oregon,,CC502419,-120.34547411,42.18177948,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,Cadastral Data
-13656312.7633,5188463.5458,55,Private School,Siskiyou School,Siskiyou School,,Active,,,100093,631 Clay St,,Ashland,OR,97520,0,631 Clay St,,Ashland,OR,97520,0,541-482-8223,,,https://www.siskiyouschool.org/,,1,8,-99,-99,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,100093,-122.6767448,42.1832133400001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/09 00:00:00+00,Tricia MacInnes,"Google Streetview, Google search"
-13397212.8191,5188476.2492,56,Public School,Fremont Elementary School,Fremont Elementary School,,Active,490,,,511 S  H  St,,Lakeview,OR,97630,1642,500 S  I  St,,Lakeview,OR,97630,1642,541-947-2136,541-407-1123,warners@lakeview.k12.or.us,https://www.lakeview.k12.or.us/schools/fremont-a-d-hay-elementary-schools,Lake County SD 7,-1,6,-99,-99,South-Central Oregon Early Learning Hub,LAKE,37,11,Bend/Central-Eastern Oregon,,490,-120.3492104,42.1832979000001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/05/07 00:00:00+00,Paula Wills,School Website
-13656941.0806,5188483.8658,57,Private School,Family Solutions - Ashland Day Treatment,Family Solutions,Ashland Day Treatment,Active,,,100503,1836 Fremont St,,Ashland,OR,97520,0,201 W Main St,,Medford,OR,97501,0,541-482-5792,541-482-5034,,http://familysolutionsoregon.org/contact,,-1,10,-99,-99,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,100503,-122.68238907,42.1833486,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/09 00:00:00+00,Tricia MacInnes,"Google Streetview, Google search"
-13397366.401,5188497.5261,58,Public School,Fremont/Hay Elementary School,Fremont/Hay Elementary School,,Active,490,,,500 S  I  St,,Lakeview,OR,97630,1642,500 S  I  St,,Lakeview,OR,97630,1642,541-947-2136,541-407-1122,warners@lakeview.k12.or.us,http://www.lakeview.k12.or.us/schools/ad_hay_fremont.php,Lake County SD 7,-1,6,-99,-99,South-Central Oregon Early Learning Hub,LAKE,37,11,Bend/Central-Eastern Oregon,,490,-120.35059005,42.18343953,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/05/07 00:00:00+00,Paula Wills,School Website
-13549954.2379,5188532.2245,59,Public School,Brixner Junior High School,Brixner Junior High School,,Active,480,,,4727 Homedale Rd,,Klamath Falls,OR,97603,8199,4727 Homedale Rd,,Klamath Falls,OR,97603,8199,541-883-5025,541-883-5019,garrettl@kcsd.k12.or.us,www.kcsd.k12.or.us,Klamath County SD,7,8,-99,-99,South-Central Oregon Early Learning Hub,KLAMATH,35,11,Medford / Klamath Falls / Grants Pass,,480,-121.72130991,42.1836705000001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/02/19 00:00:00+00,Chris Rowlette,Email
-13658273.665,5188840.2016,60,Public College or University,Southern Oregon University,Southern Oregon University,,Active,,,100435,1250 Siskiyou Blvd,,Ashland,OR,97520,0,1250 Siskiyou Blvd,,Ashland,OR,97520,0,541-552-7672,541-552-6329,,http://www.sou.edu/,Southern Oregon University,-99,-99,-99,-99,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,100435,-122.69435988,42.1857205100001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/09 00:00:00+00,Tricia MacInnes,"Google Streetview, Google search"
-13550963.0129,5188857.7355,61,Certified Family Child Care,Nic Nacs Quality Childcare,Nic Nacs Quality Childcare,,Active,,CF503358,,4201 Pepperwood Dr,,Klamath Falls,OR,97603,8038,4201 Pepperwood Dr,,Klamath Falls,OR,97603,8038,541-887-2460,,nicnacsqualitychildcare08@yahoo.com,,,,,1,10,South-Central Oregon Early Learning Hub,KLAMATH,35,11,Medford / Klamath Falls / Grants Pass,,CF503358,-121.73037189,42.1858372200001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13397314.5161,5188907.6631,62,Public School,Lakeview Senior High School,Lakeview Senior High School,,Active,492,,,906 S 3rd St,,Lakeview,OR,97630,1697,906 S 3rd St,,Lakeview,OR,97630,1697,541-947-2287,541-947-3601,procks@lkv.k12.or.us,www.lakeview.k12.or.us/,Lake County SD 7,9,12,-99,-99,South-Central Oregon Early Learning Hub,LAKE,37,11,Bend/Central-Eastern Oregon,,492,-120.35012396,42.18616955,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2014/12/18 00:00:00+00,Chris Rowlette,Email
-13397174.2024,5188992.1574,63,Public School,Daly Middle School,Daly Middle School,,Active,491,,,906 S 3rd St,,Lakeview,OR,97630,1858,220 S  H  St,,Lakeview,OR,97630,1858,541-947-2287,541-947-3506,procks@lakeview.k12.or.us,www.lakeview.k12.or.us,Lake County SD 7,7,8,-99,-99,South-Central Oregon Early Learning Hub,LAKE,37,11,Bend/Central-Eastern Oregon,,491,-120.3488635,42.18673196,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2014/12/18 00:00:00+00,Chris Rowlette,Email
-13657612.9816,5189083.9405,64,Child Care Center,Southern Oregon Head Start Ashland,Southern Oregon Head Start Ashland,,Active,,CC052388,,421 Walker Ave,,Ashland,OR,97520,,PO Box 3697,,Central Point,OR,97502,,541-482-5931,,kclayton@socfc.org,,,,,36,5,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,CC052388,-122.68842486,42.1873428800001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Arron Heriford,Cadastral Data / Google Street View
-13550354.044,5189180.0965,65,Family Child Care Home,"Caster, Shannon Marie","Caster, Shannon Marie",,Inactive,,RF521724,,1822 Valley View Dr,,Medford,OR,97504,2106,1822 Valley View Dr,,Medford,OR,97504,2106,541-591-5498,,caster.shannon@yahoo.com,,,,,,,South-Central Oregon Early Learning Hub,KLAMATH,35,11,Medford / Klamath Falls / Grants Pass,,RF521724,-121.72490143,42.1879829000001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/13 00:00:00+00,Dani Hall,Google Maps
-13397897.08,5189193.4168,66,Education Service District,Lake ESD,Lake ESD,,Active,2058,,,357 N  L  St,,Lakeview,OR,97630,0,357 N  L  St,,Lakeview,OR,97630,0,541-947-3371,,bnash@lakeesd.k12.or.us,www.lakeesd.k12.or.us,NULL,-99,-99,-99,-99,South-Central Oregon Early Learning Hub,LAKE,37,11,Bend/Central-Eastern Oregon,,2058,-120.35535722,42.18807156,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13397897.08,5189193.4168,67,School District,Lake County SD 7,Lake County SD 7,,Active,2059,,,1341 S First St,,Lakeview,OR,97630,0,1341 S First St,,Lakeview,OR,97630,0,541-947-3347,,cahillw@lakeview.k12.or.us,www.lakeview.k12.or.us,Lake County ESD,-99,-99,-99,-99,South-Central Oregon Early Learning Hub,LAKE,37,11,Bend/Central-Eastern Oregon,,2059,-120.35535722,42.18807156,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13657463.5341,5189218.7503,68,Public School,Walker Elementary School,Walker Elementary School,,Active,379,,,364 Walker Ave,,Ashland,OR,97520,2399,364 Walker Ave,,Ashland,OR,97520,2399,541-482-1516,541-482-2671,tiffany.burns@ashland.k12.or.us,www.ashland.k12.or.us,Ashland SD 5,-1,5,-99,-99,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,379,-122.68708235,42.18824018,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/08/06 00:00:00+00,Arron Heriford,Google / Google Streetview
-13552952.064,5189243.7007,69,Certified Family Child Care,Lil Hands Daycare,Lil Hands Daycare,,Active,,CF503074,,3320 Bristol Ave,,Klamath Falls,OR,97603,7852,3320 Bristol Ave,,Klamath Falls,OR,97603,7852,541-891-2427,,kehess2222@msn.com,,,,,1,12,South-Central Oregon Early Learning Hub,KLAMATH,35,11,Medford / Klamath Falls / Grants Pass,,CF503074,-121.74823984,42.1884062500001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/01/01 08:00:00+00,Dani Hall,Google Maps
-13659019.2618,5189349.8269,70,School District,Ashland SD 5,Ashland SD 5,,Active,2041,,,885 Siskiyou Blvd,,Ashland,OR,97520,0,885 Siskiyou Blvd,,Ashland,OR,97520,0,541-482-2811,541-488-2687,jay.hummel@ashland.k12.or.us,www.ashland.k12.or.us,Ashland SD 5,-99,-99,-99,-99,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,2041,-122.70105769,42.1891126200001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,,,
-13550791.9849,5189485.1783,71,Public School,Peterson Elementary School,Peterson Elementary School,,Active,477,,,4856 Clinton Ave,,Klamath Falls,OR,97603,7499,4856 Clinton Ave,,Klamath Falls,OR,97603,7499,541-883-5058,541-883-6679,hawkinsj@kcsd.k12.or.us,www.kcsd.k12.or.us,Klamath County SD,-1,6,-99,-99,South-Central Oregon Early Learning Hub,KLAMATH,35,11,Medford / Klamath Falls / Grants Pass,,477,-121.72883552,42.1900135000001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2015/02/19 00:00:00+00,Chris Rowlette,Email
-13658973.4194,5189582.7552,72,Public School,Ashland High School,Ashland High School,,Active,381,,,201 S Mountain Ave,,Ashland,OR,97520,2194,201 S Mountain Ave,,Ashland,OR,97520,2194,541-482-8771,541-482-2172,erika.bare@ashland.k12.or.us,www.ashland.k12.or.us,Ashland SD 5,9,12,-99,-99,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,Ashland High School,381,-122.70064588,42.19066295,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/08/06 00:00:00+00,Arron Heriford,Google / Google Streetview
-13660026.3893,5189593.8599,73,Certified Family Child Care,Pea Pod Village,Pea Pod Village,,Inactive,,CF503226,,518 Auburn St,,Ashland,OR,97520,2912,518 Auburn St,,Ashland,OR,97520,2912,347-432-9851,,mlolac@gmail.com,,,,,22,5,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,CF503226,-122.71010487,42.1907368600001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/13 00:00:00+00,Dani Hall,Google Maps
-13660026.3893,5189593.8599,74,Certified Family Child Care,Pea Pod Village,Pea Pod Village,,Inactive,,CF503226,,518 Auburn St,,Ashland,OR,97520,2912,518 Auburn St,,Ashland,OR,97520,2912,347-432-9851,,mlolac@gmail.com,,,,,22,5,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,CF503226,-122.71010487,42.1907368600001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2020/07/13 00:00:00+00,Dani Hall,Google Maps
-13658444.5872,5189621.5894,75,Child Care Center,Lil' Rascals Preschool & Childcare Center,Lil' Rascals Preschool & Childcare Center,,Inactive,,CC052214,,839 E Main St,,Medford,OR,97504,7168,839 E Main St,,Medford,OR,97504,7168,541-773-1598,,angela.l.greene@hotmail.com,,,,,1,10,Southern Oregon Early Learning Services,JACKSON,29,8,Medford / Klamath Falls / Grants Pass,,CC052214,-122.6958953,42.1909214200001,"Oregon Department of Human Services / Oregon Health Authority, Office of Resilience and Emergency Management (OREM)",2023/02/14 00:00:00+00,2016/11/15 00:00:00+00,Arron Heriford,Cadastral Data
